name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons
1f8dfb	Human	Haunted One	2018-06-24T16:12:12Z	Ranger 5	Ranger	Monster Slayer	5		59	14	16	16	14	15	15	15		Athletics|Stealth|Investigation|Insight|Survival	Sickle|Quarterstaff|Longbow|Shortsword|Hand Crossbow	Protection from Evil and Good*1|Cure Wounds (1d8 + WIS)*1|Ensnaring Strike (c 1m, 1d6 per rnd, STR Save)*1|Hail Of Thorns (c 1m, 1d10 Piercing AOE, DEX save)*1|Zone of Truth*2	06 24 18		NA	NA	Human	Protection from Evil and Good*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Zone of Truth*2	Sickle|Quarterstaff|Longbow|Shortsword
71c5aa	Lightfoot Halfling	Urchin	2018-08-07T11:30:22Z	Monk 1	Monk		1		9	16	14	19	14	8	14	6		Acrobatics|Sleight of Hand|Stealth|Insight	Quarterstaff|Dart|Unarmed strike		08 07 18		NA	NA	Halfling		Quarterstaff|Dart|Unarmed Strike
297710	Stout Halfling	Charlatan	2018-07-18T15:33:50Z	Bard 4	Bard	College of Lore	4		39	14	8	16	14	12	10	17	Chaotic Neutral	Sleight of Hand|Arcana|Animal Handling|Insight|Perception|Deception|Performance|Persuasion	Quarterstaff|Dagger		07 18 18	CN	N	C	Halfling		Quarterstaff|Dagger
3b2679	Human	Haunted One	2018-08-18T19:10:47Z	Sorcerer 4	Sorcerer	Shadow Magic	4		26	11	10	12	14	13	15	17	Chaotic Neutral	Arcana|Investigation|Deception|Intimidation	Sickle|Dagger	Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2	08 18 18	CN	N	C	Human	Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigitation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2	Sickle|Dagger
7d35f9	Firbolg	Hermit	2018-08-18T02:54:02Z	Druid 2	Druid	Circle of the Land	2		6	13	12	14	13	10	19	12	Neutral Good	Religion|Insight|Medicine|Perception	Quarterstaff|Scimitar	Shillelagh*0|Guidance*0|Entangle*1|Faerie Fire*1|Healing Words*1|Thunderwave*1	08 17 18	NG	G	N	Firbolg	Shillelagh*0|Guidance*0|Entangle*1|Faerie Fire*1|Healing Word*1|Thunderwave*1	Quarterstaff|Scimitar
6d6a55	Human	Soldier	2018-06-22T04:29:40Z	Fighter 9	Fighter	Champion	9	Tough|Heavy Armor Master	103	20	19	15	16	15	10	14		Athletics|Perception|Survival|Intimidation	Longsword +1|Handaxe		06 21 18		NA	NA	Human		Longsword|Handaxe
bb0acb	Human	Custom	2018-06-18T02:10:29Z	Bard 1	Bard		1		8	11	10	11	11	16	13	16		Arcana|Medicine|Deception|Performance|Persuasion	Quarterstaff|Dagger		06 17 18		NA	NA	Human		Quarterstaff|Dagger
a70f4c	Human	Custom	2018-06-18T02:47:21Z	Fighter 1	Fighter		1		13	16	16	13	16	11	11	10		Athletics|Animal Handling|Survival|Intimidation	Warhammer|Longsword|Crossbow, light		06 17 18		NA	NA	Human		Warhammer|Longsword|Crossbow, Light
be32d4	Human	Custom	2018-06-18T02:48:36Z	Rogue 1	Rogue		1		9	14	13	16	13	13	13	11		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception	Rapier|Shortbow|Dagger		06 17 18		NA	NA	Human		Rapier|Shortbow|Dagger
bb0acb	Human	Sage	2018-06-18T02:46:54Z	Bard 1	Bard		1		8	10	9	9	11	16	15	16		Arcana|History|Insight|Medicine|Persuasion	Dagger|Dagger		06 17 18		NA	NA	Human		Dagger
076d34	Firbolg	Outlander	2018-06-10T21:35:24Z	Barbarian 10|Druid 10	Barbarian|Druid	Path of the Totem Warrior|Circle of the Moon	20	Lucky	235	24	18	16	20	12	20	12		Athletics|Nature|Perception|Survival	Maul|Quarterstaff|Javelin		06 10 18		NA	NA	Firbolg		Maul|Quarterstaff|Javelin
6d3a39	Half-Elf	Criminal	2018-08-29T16:18:59Z	Bard 1	Bard		1		9	14	10	16	12	13	14	18	chaotic neutral	Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance|Persuasion	Crossbow, light|Dagger	Mending*0|Vicious Mockery*0|Cure Wounds*1|Healing Word*1|Faerie Fire*1|Heroism*1	08 29 18	CN	N	C	Half-Elf	Mending*0|Vicious Mockery*0|Cure Wounds*1|Healing Word*1|Faerie Fire*1|Heroism*1	Crossbow, Light|Dagger
6d3a39	Half-Elf	Criminal	2018-08-21T03:15:11Z	Bard 1	Bard		1		9	14	10	16	12	13	14	18	chaotic neutral	Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance|Persuasion	Crossbow, light|Dagger	Mending*0|Vicious Mockery*0|Cure Wounds*1|Healing Word*1|Faerie Fire*1|Heroism*1	08 20 18	CN	N	C	Half-Elf	Mending*0|Vicious Mockery*0|Cure Wounds*1|Healing Word*1|Faerie Fire*1|Heroism*1	Crossbow, Light|Dagger
5528fb	Human	Criminal	2018-07-09T19:59:11Z	Fighter 8|Cleric 1	Fighter|Cleric	Battle Master|Forge Domain	9	Crossbow Expert|Sharpshooter|Resilient	84	17	9	20	17	11	13	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Dagger|Sling|Greatsword Of Life|Net	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	07 09 18	LN	N	L	Human	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	Longbow|Crossbow, hand|Dagger|Sling|Greatsword|Net
3b2679	Human	Haunted One	2018-08-18T19:11:02Z	Sorcerer 4	Sorcerer	Shadow Magic	4		26	11	10	12	14	13	15	17	Chaotic Neutral	Arcana|Investigation|Deception|Intimidation	Sickle|Dagger	Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2	08 18 18	CN	N	C	Human	Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigitation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2	Sickle|Dagger
cb1021	High Elf	Far Traveler	2018-07-24T15:29:02Z	Wizard 3	Wizard	School of Abjuration	3		17	14	10	19	13	18	10	13		Arcana|Religion|Insight|Perception	Dagger	Fire Bolt (1d10 120ft)*0|Ray Of Frost (1d8 60ft)*0|Mage Hand (10lbs 30ft)*0|Message (120ft)*0|Magic Missile (3d4+3 120ft)*1|Find Familiar*1|Shield (+5 AC 1rnd)*1|Mage Armor (+3 AC 8hrs)*1|Invisibility*2|Aganazzars Scorcher 3d8*2	07 24 18		NA	NA	Elf	Fire Bolt*0|Ray of Frost*0|Mage Hand*0|Message*0|Magic Missile*1|Find Familiar*1|Shield*1|Mage Armor*1|Invisibility*2|Aganazzar’s Scorcher*2	Dagger
aeda91	Human	Outlander	2018-07-11T02:25:54Z	Fighter 6|Rogue 3	Fighter|Rogue	Arcane Archer|Assassin	9	Sharpshooter	64	16	8	20	13	15	10	12		Athletics|Acrobatics|Sleight of Hand|Stealth|Nature|Insight|Survival	Longbow|Longbow|Longsword|Handaxe		07 10 18		NA	NA	Human		Longbow|Longsword|Handaxe
5375c3	High Elf	Outlander	2018-07-11T02:24:30Z	Fighter 6|Rogue 3	Fighter|Rogue	Arcane Archer|Assassin	9	Sharpshooter	64	15	8	19	13	14	11	13		Athletics|Stealth|Nature|Insight|Perception|Survival	Longbow|Longbow|Longsword|Handaxe		07 10 18		NA	NA	Elf		Longbow|Longsword|Handaxe
aeda91	Human	Outlander	2018-07-11T23:21:49Z	Fighter 5|Rogue 4	Fighter|Rogue	Arcane Archer|Assassin	9	Sharpshooter	63	15	10	19	13	13	14	9		Athletics|Stealth|Nature|Insight|Perception|Survival|Deception	Longbow|Longbow|Longsword|Handaxe		07 11 18		NA	NA	Human		Longbow|Longsword|Handaxe
797ff2	Lightfoot Halfling	Charlatan	2018-07-11T02:31:50Z	Rogue 9	Rogue	Thief	9		75	14	10	16	16	8	10	18		Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion	Shortsword|Shortbow|Dagger		07 10 18		NA	NA	Halfling		Shortsword|Shortbow|Dagger
f779de	Lightfoot Halfling	Charlatan	2018-07-14T06:08:53Z	Rogue 9	Rogue	Thief	9	Lucky	75	14	10	16	16	8	10	16		Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		07 13 18		NA	NA	Halfling		Rapier|Shortbow|Dagger
46811d	Mountain Dwarf	Soldier	2018-07-10T03:53:07Z	Fighter 9	Fighter	Battle Master	9		101	18	18	10	20	10	10	14		Athletics|Acrobatics|Perception|Intimidation	Longsword|Handaxe		07 09 18		NA	NA	Dwarf		Longsword|Handaxe
dd46ca	Turtle	Soldier	2018-07-13T07:00:53Z	Barbarian 3|Monk 2|Paladin 1|Fighter 3	Barbarian|Monk|Paladin|Fighter	Path of the Totem Warrior|||Samurai	9		69	12	16	13	13	9	13	13		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		07 13 18		NA	NA	Turtle		Greataxe|Handaxe|Javelin
e384b5	Mountain Dwarf	Hermit	2018-07-31T22:23:29Z	Rogue 1	Rogue		1		8	13	14	15	10	13	10	14		Athletics|Acrobatics|Sleight of Hand|Religion|Medicine|Deception	Rapier|Shortbow|Dagger		07 31 18		NA	NA	Dwarf		Rapier|Shortbow|Dagger
956f97	Turtle	Soldier	2018-07-12T05:28:58Z	Fighter 9	Fighter	Samurai	9	Defensive Duelist|Great Weapon Master	85	16	18	13	16	8	11	10		Athletics|Acrobatics|Perception|Survival|Intimidation	Greatsword|Crossbow, light		07 11 18		NA	NA	Turtle		Greatsword|Crossbow, Light
5375c3	Wood Elf	Outlander	2018-07-11T01:14:44Z	Fighter 9	Fighter	Arcane Archer	9	Sharpshooter|Elven Accuracy	85	16	8	18	16	10	13	13		Athletics|Acrobatics|Nature|Insight|Perception|Survival	Longsword|Longbow|Handaxe		07 10 18		NA	NA	Elf		Longsword|Longbow|Handaxe
afe304	Aarakocra	Far Traveler	2018-08-14T18:33:43Z	Ranger 12	Ranger	Beast Master	12	Lucky|Sharpshooter	88	15	10	19	12	10	12	14		Athletics|Stealth|Animal Handling|Insight|Perception	Shortsword|Longbow		08 14 18		NA	NA	Aarakocra		Shortsword|Longbow
3778bb	Lineage - Mamm	Noble	2018-07-26T18:04:07Z	Warlock 10	Warlock	The Hexblade	10		73	14	10	16	14	11	10	18	true neutral	Arcana|History|Investigation|Persuasion	Crossbow, light|Dagger		07 26 18	NN	N	N	Tiefling		Crossbow, Light|Dagger
f64631	Human	Noble	2018-06-16T20:30:43Z	Cleric 1|Wizard 13	Cleric|Wizard	Light Domain|School of Divination	14	Lucky	102	18	10	14	16	18	14	11		History|Religion|Insight|Persuasion	Mace|Crossbow, light	Light*0|Burning Hands*1|Faerie Fire*1	06 16 18		NA	NA	Human	Light*0|Burning Hands*1|Faerie Fire*1	Mace|Crossbow, Light
70627d	Wood Elf	Entertainer	2018-06-25T00:11:15Z	Monk 5	Monk	Way of Shadow	5		38	17	8	18	14	8	16	12		Athletics|Acrobatics|Stealth|Perception|Performance	Quarterstaff|Dart|Unarmed strike		06 24 18		NA	NA	Elf		Quarterstaff|Dart|Unarmed Strike
87e61e	Human	Acolyte	2018-06-03T01:10:01Z	Barbarian 1|Druid 2	Barbarian|Druid	|Circle of the Moon	3	Mounted Combatant	25	11	13	10	13	8	16	14		Acrobatics|Religion|Animal Handling|Insight|Perception	Lance|Handaxe|Javelin		06 02 18		NA	NA	Human		Lance|Handaxe|Javelin
2fb0fa	Human	Criminal	2018-05-29T17:03:05Z	Monk 6	Monk	Way of the Kensei	6		45	16	13	18	14	11	15	9		Acrobatics|Stealth|Insight|Deception	Shortsword|Dart|Unarmed strike		05 29 18		NA	NA	Human		Shortsword|Dart|Unarmed Strike
ff0168	Half-Orc	Folk Hero	2018-08-16T22:24:39Z	Fighter 12	Fighter	Champion	12	Great Weapon Master	112	20	18	13	16	11	11	13	Chaotic Neutral 	Athletics|Animal Handling|Perception|Survival|Intimidation	Greatsword|Battleaxe|Magma Battleaxe|Crossbow, Light|Unarmed Strike		08 16 18	CN	N	C	Half-Orc		Greatsword|Battleaxe|Crossbow, Light|Unarmed Strike
47a309	Tiefling	Sage	2018-08-06T22:30:36Z	Sorcerer 6	Sorcerer	Wild Magic	6		44	12	12	14	14	12	12	16	Chaotic neutral	Arcana|History|Insight|Persuasion	Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light	Posion Spray*0|Firebolt*0|Prestidigitation*0|Barkskin*0|Levitate*2	08 06 18	CN	N	C	Tiefling	Poison Spray*0|Fire Bolt*0|Prestidigitation*0|Levitate*2	Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light
cb1021	High Elf	Far Traveler	2018-08-19T18:21:39Z	Wizard 4	Wizard	School of Abjuration	4		22	14	10	19	13	18	12	13		Arcana|Religion|Insight|Perception	Dagger	Fire Bolt (1d10 120ft)*0|Ray Of Frost (1d8 60ft)*0|Mage Hand (10lbs 30ft)*0|Message (120ft)*0|Magic Missile (3d4+3 120ft)*1|Find Familiar*1|Shield (+5 AC 1rnd)*1|Mage Armor (+3 AC 8hrs)*1|Charm Person*1|Chromatic Orb (3d8)*1|Comprehend Language*1|Invisibility*2|Aganazzars Scorcher 3d8*2|Rope Trick*2|Phantasmal Force*2	08 19 18		NA	NA	Elf	Fire Bolt*0|Ray of Frost*0|Mage Hand*0|Message*0|Magic Missile*1|Find Familiar*1|Shield*1|Mage Armor*1|Charm Person*1|Chromatic Orb*1|Comprehend Languages*1|Invisibility*2|Aganazzar’s Scorcher*2|Rope Trick*2|Phantasmal Force*2	Dagger
4ac8d5	Dragonborn	Soldier	2018-08-15T13:38:48Z	Paladin 10	Paladin	Oath of Vengeance	10	Tough	94	18	18	12	13	10	8	16		Athletics|Insight|Medicine|Intimidation	Longsword|Javelin	Bane*1|Hunter’s Mark*1|Cure Wounds*1|Thuderous Smite*1|Hold Person*2|Misty Step*2|Cure Wounds*2|Haste*3|Cure Wounds*3	08 15 18		NA	NA	Dragonborn	Bane*1|Hunter’s Mark*1|Cure Wounds*1|Thunderous Smite*1|Hold Person*2|Misty Step*2|Haste*3	Longsword|Javelin
cd7ca2	Human	Custom	2018-08-20T15:14:19Z	Ranger 1	Ranger		1		11	13	6	15	12	8	14	10	True Neutral (evil)	Stealth|Insight|Perception	Shortsword		08 20 18		NA	NA	Human		Shortsword
cd7ca2	Human	Custom	2018-08-20T15:38:06Z	Ranger 1	Ranger		1		11	13	6	15	12	8	14	10	True Neutral (evil)	Stealth|Insight|Perception	Shortsword|Longbow		08 20 18		NA	NA	Human		Shortsword|Longbow
55ae87	Forest Gnome	Noble	2018-06-07T20:49:59Z	Ranger 5	Ranger	Hunter	5	Magic Initiate	44	16	10	16	14	10	14	10		History|Investigation|Perception|Persuasion	Shortsword|Shortbow	Mold Earth*0|Light*0|Cure Wounds*1|Hunters Mark*1|Fog Clowd*1|Disguise Self*1|Hail Of Thorns*1|Spike Groth*2|Pass Without Trace*2	06 07 18		NA	NA	Gnome	Mold Earth*0|Light*0|Cure Wounds*1|Hunter’s Mark*1|Fog Cloud*1|Disguise Self*1|Hail of Thorns*1|Spike Growth*2|Pass Without Trace*2	Shortsword|Shortbow
de0c4e	Half-Orc	Urban Bounty Hunter	2018-08-10T08:51:41Z	Rogue 5|Fighter 2	Rogue|Fighter	Swashbuckler|	7	Athlete	40	17	19	18	10	8	8	11	Chaotic Good	Athletics|Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion	Shortbow|Dagger|Vicious Rapier|Dagger Of Venom		08 10 18	CG	G	C	Half-Orc		Shortbow|Dagger|Rapier
de0c4e	Half-Orc	Urban Bounty Hunter	2018-08-10T09:08:24Z	Rogue 5|Fighter 2	Rogue|Fighter	Swashbuckler|	7	Athlete	40	17	19	18	10	8	8	11	Chaotic Good	Athletics|Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion	Shortbow|Dagger|Vicious Rapier|Dagger Of Venom		08 10 18	CG	G	C	Half-Orc		Shortbow|Dagger|Rapier
eeee0c	Human	Urchin	2018-07-15T22:54:17Z	Rogue 1	Rogue		1	Dungeon Delver	8	13	9	15	10	12	13	18	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger		07 15 18	CN	N	C	Human		Rapier|Shortbow|Dagger
543a4c	Human	Urchin	2018-07-11T17:08:51Z	Rogue 1	Rogue		1	Skulker	7	14	10	16	8	12	13	15	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		07 11 18	CN	N	C	Human		Rapier|Shortbow|Dagger
d5f08c	Human	Sailor	2018-07-23T00:31:11Z	Monk 5	Monk	Way of the Open Hand	5	Lucky	44	15	13	18	15	10	12	8		Athletics|Acrobatics|Insight|Perception	Quarterstaff|Dart|Unarmed strike		07 22 18		NA	NA	Human		Quarterstaff|Dart|Unarmed Strike
543a4c	Human	Urchin	2018-07-16T06:06:52Z	Rogue 2|Fighter 1	Rogue|Fighter	|	3	Skulker	25	14	10	16	8	12	13	16	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger|Terminus Greatsword|Terminus Greatsword (non organic)		07 15 18	CN	N	C	Human		Rapier|Shortbow|Dagger|Greatsword
8458d3	Human	Sailor	2018-07-08T17:00:03Z	Ranger 4	Ranger	Hunter	4	Sharpshooter	48	14	10	16	16	12	14	8		Athletics|Acrobatics|Investigation|Nature|Perception|Survival	Quarterstaff|Spear|Longbow		07 08 18		NA	NA	Human		Quarterstaff|Spear|Longbow
d5bc2c	Human	Soldier	2018-07-14T00:19:54Z	Paladin 6	Paladin	Oath of Ancients	6	Savage Attacker	75	21	19	16	16	16	13	14		Athletics|Medicine|Intimidation	Longsword|Javelin|Crossbow, Heavy|Morning Glory	Divine Sense*0|Lay On Hands*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	07 13 18		NA	NA	Human	Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	Longsword|Javelin|Crossbow, Heavy
d5bc2c	Human	Soldier	2018-07-20T23:59:32Z	Paladin 6	Paladin	Oath of Ancients	6	Savage Attacker	75	21	19	16	16	16	13	14		Athletics|Medicine|Intimidation	Longsword|Javelin|Crossbow, Heavy|Morning Glory	Divine Sense*0|Lay On Hands*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	07 20 18		NA	NA	Human	Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	Longsword|Javelin|Crossbow, Heavy
da4953	Forest Gnome	Folk Hero	2018-09-05T17:35:44Z	Sorcerer 1	Sorcerer	Divine Soul	1		7	13	14	14	13	14	13	15	Neutral Good	Arcana|Animal Handling|Survival|Deception	Dagger|Quarterstaff	Minor Illusion*0|Ray Of Frost*0|Sacred Flame*0|Spare The Dying*0|Word Of Radiance*0|Cure Wounds*1|Sleep*1|Color Spray*1	09 05 18	NG	G	N	Gnome	Minor Illusion*0|Ray of Frost*0|Sacred Flame*0|Spare the Dying*0|Word of Radiance*0|Cure Wounds*1|Sleep*1|Color Spray*1	Dagger|Quarterstaff
0e2dc6	Human	Criminal	2018-09-09T22:06:19Z	Rogue 4	Rogue	Scout	4	Dungeon Delver|Lucky	30	14	10	16	10	14	10	14		Sleight of Hand|Stealth|Investigation|Nature|Perception|Survival|Deception|Persuasion	Rapier|Shortbow|Dagger		09 09 18		NA	NA	Human		Rapier|Shortbow|Dagger
b4e68a	Kobold	Acolyte	2018-08-12T03:42:30Z	Cleric 1	Cleric	Life Domain	1		9	16	10	16	13	13	18	14		History|Religion|Insight|Medicine	Mace|Sling	Bless*1|Cure Wounds*1	08 11 18		NA	NA	Kobold	Bless*1|Cure Wounds*1	Mace|Sling
cf287f	Half-Orc	Mercenary Veteran	2018-08-12T15:07:32Z	Barbarian 7	Barbarian	Path of the Totem Warrior	7		75	16	17	16	16	8	9	8		Athletics|Perception|Survival|Intimidation|Persuasion	Greataxe|Javelin		08 12 18		NA	NA	Half-Orc		Greataxe|Javelin
f33cfb	Human	Soldier	2018-08-02T02:05:25Z	Fighter 1	Fighter		1	Dual Wielder	13	17	17	13	16	10	12	10		Athletics|Stealth|Survival|Intimidation	Longsword|Flail|Crossbow, light		08 01 18		NA	NA	Human		Longsword|Flail|Crossbow, Light
f33cfb	Human	Soldier	2018-07-31T21:59:57Z	Fighter 1	Fighter		1	Dual Wielder	13	17	17	13	16	10	12	10		Athletics|Survival|Intimidation	Longsword|Longsword|Crossbow, light		07 31 18		NA	NA	Human		Longsword|Crossbow, Light
e832a4	Half-Orc	Outlander	2018-07-31T19:17:13Z	Barbarian 9	Barbarian	Path of the Totem Warrior	9	Tavern Brawler|Orcish Fury	95	15	20	15	17	10	12	17		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		07 31 18		NA	NA	Half-Orc		Greataxe|Handaxe|Javelin
c3ddc7	Triton	Barbarian Tribe Member	2018-08-26T20:38:02Z	Barbarian 7	Barbarian	Path of the Storm Herald	7		98	21	16	16	20	12	8	12	CG	Athletics|Animal Handling|Survival|Intimidation	Trident Of Fish Command|2 Hand Tri	Fog Cloud*1|Gust Of Wind*2|Wall Of Water*3	08 26 18	CG	G	C	Triton	Fog Cloud*1|Gust of Wind*2|Wall of Water*3	Trident
526f9c	Human	Far Traveler	2018-07-22T19:45:48Z	Ranger 1	Ranger		1		10	12	16	13	13	14	9	14		Investigation|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow		07 22 18		NA	NA	Human		Shortsword|Longbow
06c2fd	Dragonborn	Far Traveler	2018-07-22T22:16:15Z	Fighter 1	Fighter		1		11	16	17	14	12	8	8	15	neutral good	Athletics|Insight|Perception|Intimidation	Longsword|Shortsword|Crossbow, light		07 22 18	NG	G	N	Dragonborn		Longsword|Shortsword|Crossbow, Light
85bf85	Human	Criminal	2018-06-05T06:24:54Z	Fighter 2|Barbarian 1	Fighter|Barbarian	|	3	Sharpshooter	35	22	15	18	18	13	13	15		Athletics|Acrobatics|Stealth|Intimidation	Longbow|Handaxe|Handaxe|Battleaxe		06 04 18		NA	NA	Human		Longbow|Handaxe|Battleaxe
5a24d5	Human	Barbarian Tribe Member	2018-07-28T14:10:51Z	Fighter 4	Fighter	Battle Master	4		42	16	18	15	15	13	16	14	NG	Athletics|Acrobatics|Survival|Intimidation	Longbow|Scimitar|Handaxe		07 28 18	NG	G	N	Human		Longbow|Scimitar|Handaxe
6f49cd	Tabaxi	Outlander	2018-07-28T14:18:44Z	Rogue 4	Rogue	Scout	4		32	14	10	16	14	14	12	10	N	Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival	Shortsword|Shortbow|Dagger		07 28 18	NN	N	N	Tabaxi		Shortsword|Shortbow|Dagger
be6f92	Tabaxi	Outlander	2018-07-28T14:17:44Z	Monk 4	Monk	Way of the Kensei	4		32	16	14	20	14	14	13	15	LG	Athletics|Acrobatics|Stealth|History|Perception|Survival	Quarterstaff|Dart|Unarmed strike		07 28 18	LG	G	L	Tabaxi		Quarterstaff|Dart|Unarmed Strike
d1e5de	Human	Barbarian Tribe Member	2018-07-28T14:15:21Z	Druid 4	Druid	Circle of Dreams	4		33	15	11	15	14	15	19	14	CN	Athletics|Arcana|Animal Handling|Survival	Quarterstaff	Poison Spray *0|Resistance *0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere *2|Heat Metal*2|Lesser Restoration *2	07 28 18	CN	N	C	Human	Poison Spray*0|Resistance*0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere*2|Heat Metal*2|Lesser Restoration*2	Quarterstaff
d1e5de	Human	Barbarian Tribe Member	2018-07-27T21:29:03Z	Druid 4	Druid	Circle of Dreams	4		33	15	11	15	14	15	19	14	CN	Athletics|Arcana|Animal Handling|Survival	Quarterstaff	Poison Spray *0|Resistance *0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere *2|Heat Metal*2|Lesser Restoration *2	07 27 18	CN	N	C	Human	Poison Spray*0|Resistance*0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere*2|Heat Metal*2|Lesser Restoration*2	Quarterstaff
585f45	Human	Acolyte	2018-08-30T22:57:50Z	Sorcerer 10	Sorcerer	Shadow Magic	10	Lucky	80	13	11	17	18	13	16	20		Arcana|Religion|Insight|Intimidation|Persuasion	Crossbow, light|Dagger	Darkness*2	08 30 18		NA	NA	Human	Darkness*2	Crossbow, Light|Dagger
4208a5	Hill Dwarf	Folk Hero	2018-08-30T23:59:22Z	Cleric 10	Cleric	Trickery Domain	10		100	22	16	16	18	13	20	14	lawful neutral	Animal Handling|Insight|Survival|Persuasion	Warhammer|Crossbow, light	Guidance*0|Toll The Dead*0|Word Of Radiance*0|Spare The Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Wors*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer Of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5	08 30 18	LN	N	L	Dwarf	Guidance*0|Toll the Dead*0|Word of Radiance*0|Spare the Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Word*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5	Warhammer|Crossbow, Light
382dea	Human	Criminal	2018-08-31T01:19:04Z	Ranger 10	Ranger	Horizon Walker	10	Lucky	100	17	11	20	18	12	16	14		Athletics|Stealth|Investigation|Perception|Survival|Deception	Shortsword|Longbow	Protection from Evil and Good*1|Hunters Mark*1|Hail Of Thorns*1|Misty Step*2|Pass Without A Trace*2|Haste*3|Lightning Arrow*3	08 30 18		NA	NA	Human	Protection from Evil and Good*1|Hunter’s Mark*1|Hail of Thorns*1|Misty Step*2|Pass Without Trace*2|Haste*3|Lightning Arrow*3	Shortsword|Longbow
